recipe_id,name,meal_type,ingredients,cuisine,cooking_time,instructions
462,Tomato Soup (Masala),Dinner,"tomato,onion,garlic,salt,black pepper,water",Indian,10,"Prepare Tomato Soup using tomato, onion, garlic. Cook with spices and serve hot."
463,Paneer Bhurji (Quick),Lunch,"paneer,onion,tomato,oil,salt,green chili",Indian,20,"Prepare Paneer Bhurji using paneer, onion, tomato. Cook with spices and serve hot."
464,Puliyogare (Spicy),Lunch,"rice,tamarind,peanut,oil,salt,mustard seeds",South Indian,30,"Prepare Puliyogare using rice, tamarind, peanut. Cook with spices and serve hot."
465,Dal Fry (Spicy),Dinner,"toor dal,onion,tomato,oil,salt,cumin",Indian,35,"Prepare Dal Fry using toor dal, onion, tomato. Cook with spices and serve hot."
466,Vegetable Omelette (Dhaba Style),Breakfast,"egg,onion,tomato,salt,oil,green chili",Indian,18,"Prepare Vegetable Omelette using egg, onion, tomato. Cook with spices and serve hot."
467,Vegetable Paratha (South Style),Dinner,"wheat flour,mixed vegetables,salt,oil",South Indian,10,"Prepare Vegetable Paratha using wheat flour, mixed vegetables, salt. Cook with spices and serve hot."
468,Dal Fry (Special),Dinner,"toor dal,onion,tomato,oil,salt,cumin",Indian,35,"Prepare Dal Fry using toor dal, onion, tomato. Cook with spices and serve hot."
469,Tomato Soup (Tiffin Special),Dinner,"tomato,onion,garlic,salt,black pepper,water",Indian,45,"Prepare Tomato Soup using tomato, onion, garlic. Cook with spices and serve hot."
470,Vegetable Sandwich (Tiffin Special),Breakfast,"bread,butter,tomato,cucumber,onion,salt,black pepper",Indian,12,"Prepare Vegetable Sandwich using bread, butter, tomato. Cook with spices and serve hot."
471,Masala Omelette (Family Pack),Dinner,"egg,onion,green chili,salt,oil",Indian,10,"Prepare Masala Omelette using egg, onion, green chili. Cook with spices and serve hot."
472,Aloo Jeera (Tiffin Special),Lunch,"potato,cumin,oil,salt,turmeric",Indian,50,"Prepare Aloo Jeera using potato, cumin, oil. Cook with spices and serve hot."
473,Poha (Quick),Breakfast,"poha,onion,oil,mustard seeds,curry leaves,green chili,salt,lemon",Indian,30,"Prepare Poha using poha, onion, oil. Cook with spices and serve hot."
474,Moong Dal Khichdi (North Style),Lunch,"rice,moong dal,ghee,salt,turmeric,cumin",North Indian,40,"Prepare Moong Dal Khichdi using rice, moong dal, ghee. Cook with spices and serve hot."
475,Dhokla (Low Oil),Breakfast,"besan,curd,salt,eno,turmeric,water",Gujarati,30,"Prepare Dhokla using besan, curd, salt. Cook with spices and serve hot."
476,Stuffed Capsicum (Masala),Dinner,"capsicum,potato,onion,oil,salt,garam masala",Indian,40,"Prepare Stuffed Capsicum using capsicum, potato, onion. Cook with spices and serve hot."
477,Rasam (Home Style),Lunch,"tomato,tamarind,rasam powder,garlic,oil,salt,curry leaves",South Indian,30,"Prepare Rasam using tomato, tamarind, rasam powder. Cook with spices and serve hot."
478,Puri Bhaji (Dhaba Style),Breakfast,"wheat flour,potato,onion,oil,salt,turmeric",Indian,18,"Prepare Puri Bhaji using wheat flour, potato, onion. Cook with spices and serve hot."
479,Egg Bhurji (Budget),Breakfast,"egg,onion,tomato,oil,salt,green chili",Indian,30,"Prepare Egg Bhurji using egg, onion, tomato. Cook with spices and serve hot."
480,Cabbage Poriyal (Masala),Lunch,"cabbage,coconut,mustard seeds,curry leaves,oil,salt",Indian,30,"Prepare Cabbage Poriyal using cabbage, coconut, mustard seeds. Cook with spices and serve hot."
481,Moong Dal Khichdi (Masala),Lunch,"rice,moong dal,ghee,salt,turmeric,cumin",Indian,35,"Prepare Moong Dal Khichdi using rice, moong dal, ghee. Cook with spices and serve hot."
482,Mix Veg Sabzi (Budget),Lunch,"mixed vegetables,onion,tomato,oil,salt,turmeric",Indian,40,"Prepare Mix Veg Sabzi using mixed vegetables, onion, tomato. Cook with spices and serve hot."
483,Egg Curry (Dhaba Style),Lunch,"egg,onion,tomato,oil,salt,garam masala",Indian,20,"Prepare Egg Curry using egg, onion, tomato. Cook with spices and serve hot."
484,Dal Fry (Low Oil),Dinner,"toor dal,onion,tomato,oil,salt,cumin",Indian,35,"Prepare Dal Fry using toor dal, onion, tomato. Cook with spices and serve hot."
485,Vermicelli Upma (Family Pack),Breakfast,"vermicelli,onion,oil,mustard seeds,curry leaves,salt",Indian,35,"Prepare Vermicelli Upma using vermicelli, onion, oil. Cook with spices and serve hot."
486,Baingan Bharta (North Style),Lunch,"eggplant,onion,tomato,oil,salt,garlic",North Indian,25,"Prepare Baingan Bharta using eggplant, onion, tomato. Cook with spices and serve hot."
487,Sambar Rice (Family Pack),Dinner,"rice,toor dal,sambar powder,mixed vegetables,oil,salt",Indian,20,"Prepare Sambar Rice using rice, toor dal, sambar powder. Cook with spices and serve hot."
488,Mix Veg Sabzi (Simple),Lunch,"mixed vegetables,onion,tomato,oil,salt,turmeric",Indian,25,"Prepare Mix Veg Sabzi using mixed vegetables, onion, tomato. Cook with spices and serve hot."
489,Sambar Rice (Family Pack),Dinner,"rice,toor dal,sambar powder,mixed vegetables,oil,salt",Indian,20,"Prepare Sambar Rice using rice, toor dal, sambar powder. Cook with spices and serve hot."
490,Vegetable Stew (Family Pack),Dinner,"mixed vegetables,coconut milk,salt,black pepper",Indian,10,"Prepare Vegetable Stew using mixed vegetables, coconut milk, salt. Cook with spices and serve hot."
491,Chapati Sabzi (Spicy),Dinner,"wheat flour,water,salt,mixed vegetables,oil,turmeric",Indian,15,"Prepare Chapati Sabzi using wheat flour, water, salt. Cook with spices and serve hot."
492,Vegetable Soup (Low Oil),Dinner,"carrot,beans,onion,garlic,salt,black pepper,water",Indian,15,"Prepare Vegetable Soup using carrot, beans, onion. Cook with spices and serve hot."
493,Pav Bhaji (Special),Dinner,"pav,potato,tomato,onion,butter,pav bhaji masala,salt",Indian,25,"Prepare Pav Bhaji using pav, potato, tomato. Cook with spices and serve hot."
494,Aloo Puri (Family Pack),Breakfast,"wheat flour,potato,oil,salt,turmeric",Indian,15,"Prepare Aloo Puri using wheat flour, potato, oil. Cook with spices and serve hot."
495,Ragi Dosa (Masala),Breakfast,"ragi flour,rice flour,curd,salt,oil",Indian,15,"Prepare Ragi Dosa using ragi flour, rice flour, curd. Cook with spices and serve hot."
496,Sambar Rice (Classic),Dinner,"rice,toor dal,sambar powder,mixed vegetables,oil,salt",Indian,15,"Prepare Sambar Rice using rice, toor dal, sambar powder. Cook with spices and serve hot."
497,Sambar Rice (South Style),Dinner,"rice,toor dal,sambar powder,mixed vegetables,oil,salt",South Indian,30,"Prepare Sambar Rice using rice, toor dal, sambar powder. Cook with spices and serve hot."
498,Chana Sundal (Classic),Breakfast,"chickpeas,coconut,mustard seeds,curry leaves,oil,salt",Indian,18,"Prepare Chana Sundal using chickpeas, coconut, mustard seeds. Cook with spices and serve hot."
499,Vegetable Fried Rice (Classic),Dinner,"rice,mixed vegetables,soy sauce,oil,salt,black pepper",Indo-Chinese,45,"Prepare Vegetable Fried Rice using rice, mixed vegetables, soy sauce. Cook with spices and serve hot."
500,Sambar Rice (Quick),Dinner,"rice,toor dal,sambar powder,mixed vegetables,oil,salt",Indian,15,"Prepare Sambar Rice using rice, toor dal, sambar powder. Cook with spices and serve hot."
